Order ID,Customer ID,Product Name,Category,Quantity,Unit Price,Total Amount,Order Date,Payment Mode,Delivery Status,City/Region
ORD00075,CUST0118,Cookware Set,Home & Kitchen,4,4862.0,19448.0,2025-12-19,Net Banking,Delivered,Nagpur
ORD00076,CUST0243,Dumbbells,Sports,5,394.0,1970.0,2025-04-25,Cash on Delivery,Delivered,Aurangabad
ORD00077,CUST0218,Shampoo,Beauty,2,861.0,1722.0,2025-12-12,Net Banking,Delivered,Mumbai
ORD00078,CUST0127,Wireless Headphones,Electronics,4,3230.0,12920.0,2025-10-20,Credit Card,Shipped,Chennai
ORD00079,CUST0110,Bluetooth Speaker,Electronics,5,4033.0,20165.0,2025-04-11,Cash on Delivery,Delivered,Delhi
ORD00080,CUST0117,Bluetooth Speaker,Electronics,5,4002.0,20010.0,2025-11-09,Credit Card,Delivered,Nagpur
ORD00081,CUST0251,Smart Watch,Electronics,3,885.0,2655.0,2025-12-30,Debit Card,Delivered,Delhi
ORD00082,CUST0049,Perfume,Beauty,1,1152.0,1152.0,2025-06-05,UPI,Cancelled,Pune
ORD00083,CUST0215,Lipstick,Beauty,5,1942.0,9710.0,2025-05-21,Debit Card,Delivered,Nashik
ORD00084,CUST0175,Yoga Mat,Sports,5,1068.0,5340.0,2025-03-19,Credit Card,Delivered,Pune
ORD00085,CUST0087,Sneakers,Fashion,4,3272.0,13088.0,2025-06-11,Cash on Delivery,Shipped,Hyderabad
ORD00086,CUST0249,Yoga Mat,Sports,1,627.0,627.0,2025-02-23,Net Banking,Delivered,Pune
ORD00087,CUST0223,Moisturizer,Beauty,3,601.0,1803.0,2025-07-01,Credit Card,Delivered,Hyderabad
ORD00088,CUST0197,USB Cable,Electronics,3,4195.0,12585.0,2025-01-02,Cash on Delivery,Delivered,Mumbai
ORD00089,CUST0280,Water Bottle,Home & Kitchen,4,5279.0,21116.0,2025-12-08,UPI,Processing,Bengaluru
ORD00090,CUST0201,Cookware Set,Home & Kitchen,2,4866.0,9732.0,2025-12-25,Debit Card,Delivered,Chennai
ORD00091,CUST0041,Handbag,Fashion,5,1104.0,5520.0,2025-02-11,Credit Card,Delivered,Delhi
ORD00092,CUST0268,Jacket,Fashion,5,2374.0,11870.0,2025-04-08,Net Banking,Delivered,Hyderabad
ORD00093,CUST0193,Handbag,Fashion,1,3328.0,3328.0,2025-11-06,Debit Card,Delivered,Nashik
ORD00094,CUST0232,Handbag,Fashion,5,1619.0,8095.0,2025-10-22,Debit Card,Cancelled,Hyderabad
ORD00095,CUST0154,Yoga Mat,Sports,2,781.0,1562.0,2025-07-20,Credit Card,Delivered,Delhi
ORD00096,CUST0291,Wireless Headphones,Electronics,1,560.0,560.0,2025-02-08,Debit Card,Delivered,Nashik
ORD00097,CUST0012,Jacket,Fashion,3,3415.0,10245.0,2025-02-26,Debit Card,Shipped,Aurangabad
ORD00098,CUST0266,USB Cable,Electronics,1,7109.0,7109.0,2025-10-15,UPI,Delivered,Aurangabad
ORD00099,CUST0223,Handbag,Fashion,1,3035.0,3035.0,2025-03-23,Cash on Delivery,Processing,Mumbai
ORD00100,CUST0171,Mixer Grinder,Home & Kitchen,1,2917.0,2917.0,2025-10-20,Credit Card,Shipped,Hyderabad
ORD00101,CUST0227,Power Bank,Electronics,5,7625.0,38125.0,2025-04-18,Credit Card,Cancelled,Hyderabad
ORD00102,CUST0245,Running Shoes,Sports,2,2332.0,4664.0,2025-11-14,Cash on Delivery,Delivered,Bengaluru
ORD00103,CUST0177,Face Wash,Beauty,2,489.0,978.0,2025-03-06,Debit Card,Delivered,Bengaluru
ORD00104,CUST0140,Jacket,Fashion,2,592.0,1184.0,2025-11-01,Debit Card,Cancelled,Aurangabad
ORD00105,CUST0107,Water Bottle,Home & Kitchen,3,5117.0,15351.0,2025-08-31,Credit Card,Delivered,Delhi
ORD00106,CUST0099,Smart Watch,Electronics,3,6507.0,19521.0,2025-01-09,Cash on Delivery,Cancelled,Chennai
ORD00107,CUST0120,Mixer Grinder,Home & Kitchen,2,252.0,504.0,2025-09-26,Net Banking,Delivered,Delhi
ORD00108,CUST0170,Perfume,Beauty,2,1137.0,2274.0,2025-08-14,UPI,Delivered,Delhi
ORD00109,CUST0090,Football,Sports,3,4272.0,12816.0,2025-06-25,Credit Card,Delivered,Aurangabad
ORD00110,CUST0056,Yoga Mat,Sports,2,3045.0,6090.0,2025-11-19,Credit Card,Delivered,Pune
ORD00111,CUST0181,Water Bottle,Home & Kitchen,1,1954.0,1954.0,2025-12-11,Credit Card,Delivered,Latur
ORD00112,CUST0158,Perfume,Beauty,3,1204.0,3612.0,2025-06-09,Credit Card,Shipped,Hyderabad
ORD00113,CUST0163,Handbag,Fashion,3,1556.0,4668.0,2025-12-10,Debit Card,Shipped,Chennai
ORD00114,CUST0242,Smart Watch,Electronics,4,1071.0,4284.0,2025-07-15,Cash on Delivery,Delivered,Pune
ORD00115,CUST0270,Face Wash,Beauty,2,623.0,1246.0,2025-07-29,Net Banking,Delivered,Nashik
ORD00116,CUST0026,Perfume,Beauty,4,2276.0,9104.0,2025-02-27,Credit Card,Delivered,Nagpur
ORD00117,CUST0130,Bluetooth Speaker,Electronics,5,538.0,2690.0,2025-10-15,Cash on Delivery,Delivered,Nashik
ORD00118,CUST0058,Power Bank,Electronics,4,1488.0,5952.0,2025-09-14,Cash on Delivery,Shipped,Mumbai
ORD00119,CUST0072,Football,Sports,1,2555.0,2555.0,2025-01-27,Cash on Delivery,Delivered,Pune
ORD00120,CUST0046,Running Shoes,Sports,3,992.0,2976.0,2025-01-24,UPI,Delivered,Hyderabad
ORD00121,CUST0072,Power Bank,Electronics,4,2263.0,9052.0,2025-12-10,Debit Card,Cancelled,Pune
ORD00122,CUST0102,Cricket Bat,Sports,2,1028.0,2056.0,2025-10-16,UPI,Delivered,Latur
ORD00123,CUST0086,Cookware Set,Home & Kitchen,1,3367.0,3367.0,2025-11-06,Cash on Delivery,Delivered,Chennai
ORD00124,CUST0116,Jacket,Fashion,1,2572.0,2572.0,2025-03-18,Credit Card,Delivered,Mumbai
ORD00125,CUST0123,Jeans,Fashion,2,3341.0,6682.0,2025-11-01,UPI,Processing,Hyderabad
ORD00126,CUST0007,Smart Watch,Electronics,4,5883.0,23532.0,2025-09-08,Debit Card,Processing,Nagpur
ORD00127,CUST0025,Jeans,Fashion,3,1108.0,3324.0,2025-01-12,Net Banking,Delivered,Nashik
ORD00128,CUST0082,Perfume,Beauty,5,2485.0,12425.0,2025-10-27,Credit Card,Delivered,Aurangabad
ORD00129,CUST0207,Bluetooth Speaker,Electronics,3,3471.0,10413.0,2025-04-03,UPI,Processing,Pune
ORD00130,CUST0152,Cricket Bat,Sports,5,3753.0,18765.0,2025-01-20,Credit Card,Processing,Delhi
ORD00131,CUST0295,Moisturizer,Beauty,5,1591.0,7955.0,2025-09-19,Credit Card,Cancelled,Chennai
ORD00132,CUST0282,Dumbbells,Sports,3,3258.0,9774.0,2025-08-13,Cash on Delivery,Processing,Hyderabad
ORD00133,CUST0111,Jacket,Fashion,2,2640.0,5280.0,2025-11-12,UPI,Delivered,Hyderabad
ORD00134,CUST0287,Bluetooth Speaker,Electronics,1,2540.0,2540.0,2025-06-13,Debit Card,Processing,Latur
ORD00135,CUST0284,Handbag,Fashion,2,1161.0,2322.0,2025-03-05,UPI,Delivered,Aurangabad
ORD00136,CUST0108,Perfume,Beauty,1,1997.0,1997.0,2025-07-26,Debit Card,Delivered,Mumbai
ORD00137,CUST0245,T-Shirt,Fashion,5,581.0,2905.0,2025-07-17,Debit Card,Delivered,Pune
ORD00138,CUST0285,Water Bottle,Home & Kitchen,2,2539.0,5078.0,2025-08-05,UPI,Delivered,Bengaluru
ORD00139,CUST0008,Mixer Grinder,Home & Kitchen,4,4653.0,18612.0,2025-08-22,Credit Card,Delivered,Hyderabad
ORD00140,CUST0145,Running Shoes,Sports,2,3785.0,7570.0,2025-04-24,Credit Card,Processing,Bengaluru
ORD00141,CUST0287,Power Bank,Electronics,3,2363.0,7089.0,2025-05-27,Net Banking,Delivered,Delhi
ORD00142,CUST0089,Jacket,Fashion,2,1003.0,2006.0,2025-06-18,Net Banking,Shipped,Delhi
ORD00143,CUST0279,Water Bottle,Home & Kitchen,2,1917.0,3834.0,2025-03-23,Debit Card,Processing,Pune
ORD00144,CUST0093,USB Cable,Electronics,1,3647.0,3647.0,2025-11-12,UPI,Delivered,Pune
ORD00145,CUST0003,Water Bottle,Home & Kitchen,2,3265.0,6530.0,2025-09-22,Net Banking,Processing,Mumbai
ORD00146,CUST0300,Perfume,Beauty,5,1306.0,6530.0,2025-10-20,Cash on Delivery,Delivered,Hyderabad
ORD00147,CUST0117,Jacket,Fashion,3,1304.0,3912.0,2025-12-02,Cash on Delivery,Cancelled,Nagpur
ORD00148,CUST0027,Bedsheet,Home & Kitchen,4,4815.0,19260.0,2025-02-21,Net Banking,Shipped,Nashik
ORD00149,CUST0108,Jacket,Fashion,2,2936.0,5872.0,2025-09-20,Credit Card,Shipped,Hyderabad
ORD00150,CUST0172,Smart Watch,Electronics,5,6941.0,34705.0,2025-09-20,Net Banking,Delivered,Hyderabad
ORD00151,CUST0125,Dumbbells,Sports,1,2725.0,2725.0,2025-05-01,Credit Card,Processing,Pune
ORD00152,CUST0069,Sneakers,Fashion,5,349.0,1745.0,2025-08-30,UPI,Shipped,Mumbai
ORD00153,CUST0078,USB Cable,Electronics,1,1161.0,1161.0,2025-05-18,Net Banking,Delivered,Delhi
ORD00154,CUST0019,Sneakers,Fashion,5,1877.0,9385.0,2025-07-07,Cash on Delivery,Shipped,Chennai
ORD00155,CUST0196,Dumbbells,Sports,5,2214.0,11070.0,2025-03-11,Net Banking,Delivered,Mumbai
ORD00156,CUST0300,Perfume,Beauty,4,1885.0,7540.0,2025-03-08,Net Banking,Delivered,Latur
ORD00157,CUST0150,Jacket,Fashion,2,1532.0,3064.0,2025-09-21,Cash on Delivery,Delivered,Aurangabad
ORD00158,CUST0145,Running Shoes,Sports,1,2402.0,2402.0,2025-01-12,Cash on Delivery,Cancelled,Nashik
ORD00159,CUST0121,Dumbbells,Sports,3,4243.0,12729.0,2025-09-05,Net Banking,Delivered,Latur
ORD00160,CUST0258,T-Shirt,Fashion,5,2807.0,14035.0,2025-12-27,Debit Card,Delivered,Pune
ORD00161,CUST0101,Bedsheet,Home & Kitchen,4,3517.0,14068.0,2025-05-23,Cash on Delivery,Delivered,Pune
ORD00162,CUST0066,Jeans,Fashion,5,1993.0,9965.0,2025-06-12,Debit Card,Delivered,Mumbai
ORD00163,CUST0270,Moisturizer,Beauty,2,2450.0,4900.0,2025-04-05,UPI,Delivered,Latur
ORD00164,CUST0079,Dumbbells,Sports,3,2829.0,8487.0,2025-01-25,Cash on Delivery,Delivered,Nagpur
ORD00165,CUST0130,Handbag,Fashion,4,689.0,2756.0,2025-09-11,Cash on Delivery,Delivered,Nashik
ORD00166,CUST0083,Football,Sports,2,2250.0,4500.0,2025-02-25,UPI,Delivered,Delhi
ORD00167,CUST0221,Shampoo,Beauty,4,1725.0,6900.0,2025-12-25,Cash on Delivery,Delivered,Latur
ORD00168,CUST0229,Handbag,Fashion,4,1067.0,4268.0,2025-01-14,Net Banking,Shipped,Hyderabad
ORD00169,CUST0013,Sneakers,Fashion,5,1041.0,5205.0,2025-03-06,Net Banking,Shipped,Aurangabad
ORD00170,CUST0191,Cricket Bat,Sports,5,3342.0,16710.0,2025-07-07,Net Banking,Processing,Hyderabad
ORD00171,CUST0021,Cricket Bat,Sports,4,4104.0,16416.0,2025-02-11,Credit Card,Processing,Delhi
ORD00172,CUST0242,Wireless Headphones,Electronics,1,6772.0,6772.0,2025-01-10,Credit Card,Delivered,Bengaluru
ORD00173,CUST0173,Dumbbells,Sports,3,378.0,1134.0,2025-12-09,Debit Card,Delivered,Pune
ORD00174,CUST0133,Running Shoes,Sports,1,3011.0,3011.0,2025-01-17,Cash on Delivery,Shipped,Chennai
ORD00175,CUST0261,Shampoo,Beauty,4,712.0,2848.0,2025-09-18,Credit Card,Delivered,Pune
ORD00176,CUST0169,Wireless Headphones,Electronics,2,7106.0,14212.0,2025-04-15,UPI,Delivered,Mumbai
ORD00177,CUST0181,Handbag,Fashion,4,2182.0,8728.0,2025-09-26,Cash on Delivery,Delivered,Chennai
ORD00178,CUST0213,Smart Watch,Electronics,1,6284.0,6284.0,2025-10-05,Cash on Delivery,Delivered,Pune
ORD00179,CUST0149,Football,Sports,2,1556.0,3112.0,2025-01-18,Net Banking,Delivered,Bengaluru
ORD00180,CUST0050,Shampoo,Beauty,3,919.0,2757.0,2025-10-10,Debit Card,Delivered,Latur
ORD00181,CUST0023,Storage Box,Home & Kitchen,5,764.0,3820.0,2025-01-19,Net Banking,Delivered,Delhi
ORD00182,CUST0224,Cricket Bat,Sports,2,748.0,1496.0,2025-04-14,Credit Card,Delivered,Delhi
ORD00183,CUST0234,Handbag,Fashion,3,3437.0,10311.0,2025-03-27,Credit Card,Shipped,Pune
ORD00184,CUST0101,Smart Watch,Electronics,5,7687.0,38435.0,2025-07-30,Credit Card,Delivered,Nagpur
ORD00185,CUST0202,Moisturizer,Beauty,3,971.0,2913.0,2025-12-25,Cash on Delivery,Delivered,Nagpur
ORD00186,CUST0188,Power Bank,Electronics,5,5121.0,25605.0,2025-06-08,Cash on Delivery,Delivered,Nashik
ORD00187,CUST0228,Dumbbells,Sports,2,2366.0,4732.0,2025-06-22,UPI,Delivered,Mumbai
ORD00188,CUST0161,Face Wash,Beauty,3,1120.0,3360.0,2025-04-28,UPI,Delivered,Nagpur
ORD00189,CUST0138,Water Bottle,Home & Kitchen,3,3721.0,11163.0,2025-03-02,Credit Card,Delivered,Pune
ORD00190,CUST0069,Yoga Mat,Sports,3,846.0,2538.0,2025-10-29,Net Banking,Delivered,Nagpur
ORD00191,CUST0231,USB Cable,Electronics,2,1203.0,2406.0,2025-05-06,Credit Card,Processing,Bengaluru
ORD00192,CUST0106,Power Bank,Electronics,1,5801.0,5801.0,2025-08-01,Cash on Delivery,Delivered,Hyderabad
ORD00193,CUST0084,Moisturizer,Beauty,2,990.0,1980.0,2025-04-17,Credit Card,Processing,Delhi
ORD00194,CUST0203,Dumbbells,Sports,2,971.0,1942.0,2025-09-05,Cash on Delivery,Delivered,Hyderabad
ORD00195,CUST0082,Cricket Bat,Sports,2,2661.0,5322.0,2025-01-21,Net Banking,Delivered,Chennai
ORD00196,CUST0178,Yoga Mat,Sports,3,2231.0,6693.0,2025-06-10,Net Banking,Delivered,Chennai
ORD00197,CUST0017,Wireless Headphones,Electronics,1,2187.0,2187.0,2025-06-26,Credit Card,Delivered,Latur
ORD00198,CUST0167,T-Shirt,Fashion,2,1837.0,3674.0,2025-05-05,Cash on Delivery,Delivered,Bengaluru
ORD00199,CUST0277,Shampoo,Beauty,2,2004.0,4008.0,2025-02-01,Cash on Delivery,Delivered,Nagpur
ORD00200,CUST0066,Perfume,Beauty,4,2255.0,9020.0,2025-01-26,UPI,Delivered,Nashik
ORD00201,CUST0197,Face Wash,Beauty,2,1964.0,3928.0,2025-06-27,Debit Card,Delivered,Chennai
ORD00202,CUST0210,Lipstick,Beauty,1,708.0,708.0,2025-04-14,Credit Card,Delivered,Latur
ORD00203,CUST0220,Moisturizer,Beauty,3,1799.0,5397.0,2025-02-09,UPI,Delivered,Bengaluru
ORD00204,CUST0012,Dumbbells,Sports,3,2891.0,8673.0,2025-05-17,Debit Card,Delivered,Pune
ORD00205,CUST0059,Running Shoes,Sports,5,1425.0,7125.0,2025-08-11,Debit Card,Delivered,Nashik
ORD00206,CUST0134,Power Bank,Electronics,1,2439.0,2439.0,2025-09-22,Debit Card,Shipped,Delhi
ORD00207,CUST0286,Mixer Grinder,Home & Kitchen,4,3022.0,12088.0,2025-03-17,Credit Card,Delivered,Bengaluru
ORD00208,CUST0075,T-Shirt,Fashion,5,2015.0,10075.0,2025-11-10,UPI,Delivered,Latur
ORD00209,CUST0066,USB Cable,Electronics,4,2174.0,8696.0,2025-09-29,Debit Card,Delivered,Hyderabad
ORD00210,CUST0067,Power Bank,Electronics,4,6644.0,26576.0,2025-07-10,Cash on Delivery,Processing,Latur
ORD00211,CUST0252,Football,Sports,1,759.0,759.0,2025-02-08,Net Banking,Processing,Nashik
ORD00212,CUST0100,Bluetooth Speaker,Electronics,3,2954.0,8862.0,2025-05-22,Net Banking,Delivered,Unknown
ORD00213,CUST0215,Bedsheet,Home & Kitchen,4,673.0,2692.0,2025-04-12,UPI,Delivered,Nashik
ORD00214,CUST0120,Mixer Grinder,Home & Kitchen,3,2470.0,7410.0,2025-10-02,Net Banking,Delivered,Bengaluru
ORD00215,CUST0222,Wireless Headphones,Electronics,1,3947.0,3947.0,2025-11-30,UPI,Delivered,Nagpur
ORD00216,CUST0158,Moisturizer,Beauty,1,1428.0,1428.0,2025-03-03,Cash on Delivery,Delivered,Mumbai
ORD00217,CUST0035,Running Shoes,Sports,5,2344.0,11720.0,2025-07-20,UPI,Delivered,Pune
ORD00218,CUST0093,Dumbbells,Sports,4,2373.0,9492.0,2025-11-04,Net Banking,Delivered,Nagpur
ORD00219,CUST0194,USB Cable,Electronics,3,4727.0,14181.0,2025-12-08,Credit Card,Delivered,Delhi
ORD00220,CUST0136,Wireless Headphones,Electronics,2,2436.0,4872.0,2025-10-10,Debit Card,Delivered,Pune
ORD00221,CUST0177,USB Cable,Electronics,5,3300.0,16500.0,2025-08-25,Net Banking,Delivered,Pune
ORD00222,CUST0192,Bluetooth Speaker,Electronics,4,5487.0,21948.0,2025-09-02,Credit Card,Delivered,Delhi
ORD00223,CUST0192,USB Cable,Electronics,1,5148.0,5148.0,2025-02-08,Debit Card,Delivered,Pune
ORD00224,CUST0240,Shampoo,Beauty,4,2186.0,8744.0,2025-09-25,UPI,Shipped,Hyderabad
ORD00225,CUST0177,Moisturizer,Beauty,5,1516.0,7580.0,2025-08-03,Cash on Delivery,Delivered,Mumbai
ORD00226,CUST0243,Face Wash,Beauty,4,1085.0,4340.0,2025-11-28,UPI,Cancelled,Delhi
ORD00227,CUST0118,Jeans,Fashion,3,2296.0,6888.0,2025-02-20,UPI,Delivered,Nashik
ORD00228,CUST0258,Shampoo,Beauty,5,2085.0,10425.0,2025-10-23,UPI,Delivered,Nashik
ORD00229,CUST0127,Cookware Set,Home & Kitchen,5,5726.0,28630.0,2025-02-18,UPI,Shipped,Delhi
ORD00230,CUST0030,Perfume,Beauty,3,524.0,1572.0,2025-05-02,Cash on Delivery,Delivered,Nashik
ORD00231,CUST0048,Water Bottle,Home & Kitchen,4,3384.0,13536.0,2025-03-16,Credit Card,Delivered,Latur
ORD00232,CUST0193,Lipstick,Beauty,1,156.0,156.0,2025-02-25,Cash on Delivery,Delivered,Chennai
ORD00233,CUST0294,Moisturizer,Beauty,4,1652.0,6608.0,2025-05-06,Net Banking,Delivered,Nagpur
